"25.    ДАННЫЕ ОБ ИСПЫТАНИЯХ"     
"РПН АТ-5 ф.А" 26.09.2019 P02910182237 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003132
"РПН АТ-5 ф.В" 26.09.2019 P02910182237 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003133
"РПН АТ-5 ф.С" 26.09.2019 P02910182237 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003135
"АТ-2 ф.A" 02.10.2019 P02910213186 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003357
"АТ-2 ф.A" 10.10.2019 P02910213186 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003358
"АТ-2 ф.B" 10.10.2019 P02910213343 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003359
"АТ-2 ф.C" 10.10.2019 P02910213344 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003360
"АТ-2 ф.A" 14.10.2019 P02910213186 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003384
"АТ-2 ф.A" 29.10.2019 P02910213186 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003510
"АТ-2 ф.B" 29.10.2019 P02910213343 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003511
