"25.    ДАННЫЕ ОБ ИСПЫТАНИЯХ"     
"АТ-2 (ст.)" 04.10.2019 P02910211673 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003227
"АТ-1 (ст.)" 09.10.2019 P02910209174 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003330
"ТТ 1СШ ВЛ 500 кВ Пахра-Чагино ф.А" 14.10.2019 P02910213306 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003374
"ТТ 1СШ ВЛ 500 кВ Пахра-Чагино ф.В" 14.10.2019 P02910213306 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003375
"ТТ 1СШ ВЛ 500 кВ Пахра-Чагино ф.С" 14.10.2019 P02910213306 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003378
"АТ-1 (ст.)" 17.10.2019 P02910209174 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003416
"ТТ-110кВ Пахра-Сырово ф.А" 21.10.2019 P02910213622 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003435
"ТТ-110кВ Пахра-Сырово ф.В" 21.10.2019 P02910213622 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003436
"ТТ-110кВ Пахра-Сырово ф.С" 21.10.2019 P02910213622 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003438
"АТ-1 (ст.)" 26.11.2019 P02910209174 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003828
"АТ-1 (ст.)" 06.12.2019 P02910209174 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003883
"АТ-1 (ст.)" 18.12.2019 P02910209174 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/004003
"АТ-3 (ст.)" 04.12.2019 P02910211677 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/003879
"АТ-1 (ст.)" 04.12.2019 P02910209174 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/003880
"АТ-1 (ст.)" 15.05.2019 P02910209174 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/001054
